blur_size,noise_level,accuracy,f1,precision,recall,f1_immune,precision_immune,recall_immune,f1_other,precision_other,recall_other,f1_stromal,precision_stromal,recall_stromal,f1_tumour,precision_tumour,recall_tumour,confidence_overall,confidence_immune_avg,confidence_immune_std,confidence_other_avg,confidence_other_std,confidence_stromal_avg,confidence_stromal_std,confidence_tumour_avg,confidence_tumour_std,count_pred_immune,count_pred_other,count_pred_stromal,count_pred_tumour,confusion_matrix,Model_Label,test_set
0,0,0.515,0.4998614642189366,0.5142850672562482,0.515,0.5725149375339489,0.6266349583828775,0.527,0.3096539162112932,0.3941267387944359,0.255,0.512273212379936,0.5491990846681922,0.48,0.6050037907505686,0.4871794871794871,0.798,0.4287425,0.4473246135552913,0.0968829317983305,0.3638485316846986,0.0493718996617075,0.5093821510297484,0.1538218915717889,0.4018070818070818,0.0639236563788548,841,647,874,1638,"[[527, 108, 102, 263], [129, 255, 259, 357], [116, 184, 480, 220], [69, 100, 33, 798]]",RF (PCA),0.0
1,0,0.51675,0.5023802628948554,0.5182475638503379,0.51675,0.5740540540540541,0.6247058823529412,0.531,0.3196125907990315,0.4049079754601227,0.264,0.5148729042725798,0.5606595995288575,0.476,0.6009815024537561,0.4827167980594299,0.796,0.42997,0.4478,0.0968223722323817,0.3633588957055215,0.0492761098053969,0.5134864546525324,0.1540122220465873,0.4041176470588235,0.0641383679749898,850,652,849,1649,"[[531, 105, 104, 260], [128, 264, 238, 370], [116, 185, 476, 223], [75, 98, 31, 796]]",RF (PCA),0.0
3,0,0.51325,0.4974352717490919,0.5162557719126407,0.51325,0.5653912050256996,0.6591211717709721,0.495,0.3010359536867764,0.3853354134165366,0.247,0.516597510373444,0.5366379310344828,0.498,0.6067164179104477,0.4839285714285714,0.813,0.4375175,0.4552996005326232,0.0943991270770886,0.3658346333853354,0.0509531379197312,0.518760775862069,0.1547908589458406,0.4120416666666667,0.0674444086925587,751,641,928,1680,"[[495, 124, 104, 277], [104, 247, 286, 363], [94, 181, 498, 227], [58, 89, 40, 813]]",RF (PCA),0.0
5,0,0.51275,0.4957523280896947,0.520917141167131,0.51275,0.5475469412477286,0.6943164362519201,0.452,0.2932193036041539,0.3767660910518053,0.24,0.5314823996033713,0.5270403146509341,0.536,0.610760667903525,0.4855457227138643,0.823,0.4520025,0.4602304147465438,0.0937842855916956,0.3702197802197802,0.0520802609487073,0.5336086529006884,0.1585202475175119,0.4306135693215339,0.0747896238757244,651,637,1017,1695,"[[452, 130, 121, 297], [87, 240, 314, 359], [73, 175, 536, 216], [39, 92, 46, 823]]",RF (PCA),0.0
7,0,0.5085,0.48605730354256,0.5229030457575421,0.5085,0.5345268542199488,0.7411347517730497,0.418,0.2592352559948153,0.3683241252302026,0.2,0.5421245421245421,0.5,0.592,0.6083425618309339,0.4821533060269163,0.824,0.470095,0.4574645390070921,0.0947680472789809,0.3750092081031307,0.0539929562618332,0.549543918918919,0.1617523176350736,0.4494324166179052,0.0819458692021597,564,543,1184,1709,"[[418, 114, 159, 309], [68, 200, 371, 361], [51, 142, 592, 215], [27, 87, 62, 824]]",RF (PCA),0.0
9,0,0.496,0.4660892141343615,0.5200779476102091,0.496,0.4969366916269571,0.7782515991471215,0.365,0.223738062755798,0.351931330472103,0.164,0.5413598960589,0.4774637127578304,0.625,0.602322206095791,0.4726651480637813,0.83,0.4888925,0.4575479744136461,0.0900423990460103,0.3800643776824035,0.0513194587134205,0.5752406417112299,0.1625927465192497,0.4617767653758542,0.0899691686371211,469,466,1309,1756,"[[365, 112, 196, 327], [50, 164, 409, 377], [38, 115, 625, 222], [16, 75, 79, 830]]",RF (PCA),0.0
19,0,0.466,0.4013514995891497,0.5258591569873061,0.466,0.4006092916984006,0.8402555910543131,0.263,0.0854092526690391,0.3870967741935484,0.048,0.522372528616025,0.3998937865108868,0.753,0.5970149253731343,0.4761904761904761,0.8,0.5484125,0.4384025559105432,0.0794228638577801,0.3583064516129032,0.0558904714337459,0.6283271375464683,0.1812745201730745,0.4933690476190475,0.1013648854107331,313,124,1883,1680,"[[263, 23, 384, 330], [28, 48, 578, 346], [19, 24, 753, 204], [3, 29, 168, 800]]",RF (PCA),0.0
0,1,0.514,0.498456227542385,0.5133208894412131,0.514,0.5744794447410572,0.6162657502863689,0.538,0.3089133089133089,0.396551724137931,0.253,0.508695652173913,0.5571428571428572,0.468,0.6017365043412608,0.4833232261976956,0.797,0.42993,0.4489576174112256,0.096895400859511,0.3625548589341693,0.0482115176982969,0.5140952380952382,0.1535931250823498,0.403050333535476,0.0640324585212788,873,638,840,1649,"[[538, 104, 100, 258], [135, 253, 242, 370], [120, 188, 468, 224], [80, 93, 30, 797]]",RF (PCA),0.0
0,3,0.5145,0.4991442638515905,0.5146768049856221,0.5145,0.5717344753747323,0.6152073732718893,0.534,0.3108935128518972,0.4006309148264984,0.254,0.5140997830802603,0.5616113744075829,0.474,0.5998492840994725,0.4812575574365175,0.796,0.429815,0.4498387096774194,0.0966475938426306,0.3624763406940063,0.0487996636150687,0.5125947867298578,0.1532492371700458,0.4028778718258766,0.0637724820120427,868,634,844,1654,"[[534, 105, 101, 260], [132, 254, 241, 373], [123, 178, 474, 225], [79, 97, 28, 796]]",RF (PCA),0.0
0,5,0.51325,0.497961224166023,0.5133493582928924,0.51325,0.5709711846318036,0.6121281464530892,0.535,0.312039312039312,0.4044585987261146,0.254,0.5116279069767442,0.5571260306242638,0.473,0.5972064930162325,0.4796846573681019,0.791,0.4297925,0.448604118993135,0.096715493880191,0.3622133757961783,0.0487457887719432,0.5118256772673734,0.1529562252144188,0.4033232261976955,0.063744052721727,874,628,849,1649,"[[535, 103, 102, 260], [135, 254, 242, 369], [119, 179, 473, 229], [85, 92, 32, 791]]",RF (PCA),0.0
0,10,0.51825,0.5035577889192997,0.5196613062642716,0.51825,0.5691404164442072,0.6105383734249714,0.533,0.3288508557457212,0.4229559748427673,0.269,0.5138211382113821,0.5609467455621302,0.474,0.6024187452758881,0.4842041312272175,0.797,0.4298625,0.4492439862542955,0.0968359758612164,0.3637106918238993,0.0493071933864336,0.5115266272189349,0.1541333114331813,0.4032199270959903,0.0641901336675816,873,636,845,1646,"[[533, 100, 105, 262], [134, 269, 238, 359], [123, 175, 474, 228], [83, 92, 28, 797]]",RF (PCA),0.0
0,20,0.5165,0.499685134800912,0.5143993462632543,0.5165,0.5789197692711064,0.6085997794928335,0.552,0.3030682529743269,0.4053601340033501,0.242,0.5159201295196978,0.5603751465416178,0.478,0.6008323874385169,0.483262325015216,0.794,0.431825,0.452348401323043,0.0963884660599789,0.3625293132328308,0.0489021985204281,0.5126260257913248,0.1529173807158717,0.4037248934875228,0.0632917466408719,907,597,853,1643,"[[552, 94, 95, 259], [146, 242, 251, 361], [123, 170, 478, 229], [86, 91, 29, 794]]",RF (PCA),0.0
0,30,0.5065,0.4838677849073051,0.49641701201863,0.5065,0.5701624815361891,0.5615906886517944,0.579,0.2589167767503302,0.3813229571984435,0.196,0.5060109289617486,0.5578313253012048,0.463,0.6003809523809523,0.4849230769230769,0.788,0.4357374999999999,0.4579437439379243,0.0988068525935604,0.3623346303501946,0.0469870096208769,0.5123734939759036,0.1469744023974286,0.4057230769230769,0.0641803966457786,1031,514,830,1625,"[[579, 82, 93, 246], [186, 196, 249, 369], [160, 155, 463, 222], [106, 81, 25, 788]]",RF (PCA),0.0
1,1,0.51425,0.4975657590195398,0.5149885817942611,0.5142500000000001,0.5741728922091782,0.6155606407322655,0.538,0.3069245165315034,0.4079601990049751,0.246,0.5100598151169113,0.5589988081048868,0.469,0.5991058122205664,0.4774346793349168,0.804,0.430915,0.4502288329519451,0.0966613981708813,0.3634825870646766,0.0477188867345454,0.5130274135876043,0.1538164098056239,0.404127078384798,0.0645237292944075,874,603,839,1684,"[[538, 101, 100, 261], [137, 246, 237, 380], [121, 171, 469, 239], [78, 85, 33, 804]]",RF (PCA),0.0
1,3,0.515,0.4987467668774499,0.5164075522369925,0.515,0.5732551944592434,0.61345496009122,0.538,0.3097014925373134,0.4095394736842105,0.249,0.5141921397379913,0.5661057692307693,0.471,0.5978382407752516,0.4765300059417706,0.802,0.430855,0.4493956670467502,0.0968652316061359,0.3629934210526315,0.0476650866256764,0.5153125000000001,0.1531673557981972,0.4039572192513369,0.0646396148637678,877,608,832,1683,"[[538, 104, 96, 262], [136, 249, 235, 380], [122, 168, 471, 239], [81, 87, 30, 802]]",RF (PCA),0.0
1,5,0.5145,0.4977163620687485,0.514705193136712,0.5145,0.5718849840255591,0.6116173120728929,0.537,0.3076923076923077,0.4052287581699346,0.248,0.5087527352297593,0.5615942028985508,0.465,0.6025354213273676,0.4803804994054697,0.808,0.430925,0.449373576309795,0.0968981069405789,0.3632679738562091,0.048356384839215,0.5151449275362319,0.1538125883318481,0.4044530321046373,0.0643837834802339,878,612,828,1682,"[[537, 103, 100, 260], [140, 248, 233, 379], [120, 180, 465, 235], [81, 81, 30, 808]]",RF (PCA),0.0
1,10,0.516,0.4997020654073416,0.5166905502996229,0.516,0.5721840296139609,0.6071829405162739,0.541,0.314410480349345,0.417910447761194,0.252,0.5125136017410229,0.5620525059665871,0.471,0.5997001499250375,0.4796163069544364,0.8,0.4309075,0.4474298540965207,0.097431747476131,0.3638640132669983,0.0490421832350902,0.5134128878281622,0.153796191969934,0.4048681055155875,0.0642129577793348,891,603,838,1668,"[[541, 101, 101, 257], [142, 252, 234, 372], [122, 168, 471, 239], [86, 82, 32, 800]]",RF (PCA),0.0
1,20,0.518,0.4982650568980464,0.5151054789517963,0.518,0.5807469752761705,0.6126526082130965,0.552,0.2895579756566304,0.4028520499108734,0.226,0.5135427952329361,0.5602836879432624,0.474,0.6092124814264487,0.4846335697399527,0.82,0.4328975,0.4537846836847947,0.0964773223492165,0.3662210338680927,0.0480602079281487,0.5136406619385342,0.152470540351938,0.4035106382978723,0.0648381637269216,901,561,846,1692,"[[552, 97, 95, 256], [150, 226, 250, 374], [120, 164, 474, 242], [79, 74, 27, 820]]",RF (PCA),0.0
1,30,0.50825,0.4856589644147588,0.5009505324651442,0.50825,0.5642292490118577,0.5576171875,0.571,0.2717031146454606,0.4027504911591356,0.205,0.502473886750962,0.557997557997558,0.457,0.6042296072507553,0.4854368932038835,0.8,0.436795,0.4594140625,0.0984570835554562,0.3606876227897838,0.0478426393248833,0.5136752136752137,0.1492228038384009,0.4080400485436893,0.0656667140045318,1024,509,819,1648,"[[571, 86, 94, 249], [185, 205, 243, 367], [156, 155, 457, 232], [112, 63, 25, 800]]",RF (PCA),0.0
3,1,0.511,0.4935365808036676,0.5112815433215757,0.511,0.5704622322435174,0.6537467700258398,0.506,0.2835913312693498,0.3723577235772358,0.229,0.5140771637122002,0.5370370370370371,0.493,0.6060155959896026,0.4819846426461902,0.816,0.4385124999999999,0.4576485788113695,0.0947969434237008,0.365739837398374,0.0493344051847482,0.5184531590413944,0.1554920627395102,0.4128529238038984,0.0678325323004478,774,615,918,1693,"[[506, 114, 106, 274], [114, 229, 282, 375], [95, 184, 493, 228], [59, 88, 37, 816]]",RF (PCA),0.0
3,3,0.5105,0.4928047017804169,0.5110154915218295,0.5105,0.5698198198198198,0.6520618556701031,0.506,0.2846534653465346,0.3733766233766233,0.23,0.509721492380452,0.5370985603543743,0.485,0.6070240295748613,0.481524926686217,0.821,0.43831,0.4569845360824742,0.0951568415992003,0.3664285714285714,0.048968961431436,0.5203765227021041,0.1551067648670093,0.4123167155425219,0.0680466847404658,776,616,903,1705,"[[506, 112, 105, 277], [114, 230, 277, 379], [98, 189, 485, 228], [58, 85, 36, 821]]",RF (PCA),0.0
3,5,0.51225,0.4941313610279461,0.512111075389943,0.51225,0.5720720720720721,0.654639175257732,0.508,0.2814445828144458,0.3729372937293729,0.226,0.5143453312467396,0.5376226826608506,0.493,0.6086634579785265,0.4832451499118165,0.822,0.4383474999999999,0.4568943298969072,0.0945854720041174,0.3657920792079208,0.0502332809153302,0.5179062159214832,0.1549755668453915,0.4128453850676072,0.0678251562061399,776,606,917,1701,"[[508, 113, 106, 273], [114, 226, 281, 379], [95, 185, 493, 227], [59, 82, 37, 822]]",RF (PCA),0.0
3,10,0.51225,0.4949542108717522,0.5119751059818718,0.51225,0.5744800449690838,0.6559691912708601,0.511,0.2809611829944547,0.3659711075441412,0.228,0.5170068027210885,0.5422612513721186,0.494,0.6073688128023819,0.4836988737403675,0.816,0.4387775,0.4567137355584081,0.0953460501131624,0.3663402889245586,0.0496513665495477,0.5197585071350165,0.1559516195897179,0.4135151155898044,0.0679510239113012,779,623,911,1687,"[[511, 119, 101, 269], [111, 228, 280, 381], [99, 186, 494, 221], [58, 90, 36, 816]]",RF (PCA),0.0
3,20,0.51525,0.4976434286282661,0.5158087996203585,0.51525,0.5752212389380531,0.6435643564356436,0.52,0.2944862155388471,0.3942953020134228,0.235,0.5150078988941548,0.5439377085650723,0.489,0.6058583611420096,0.4814378314672952,0.817,0.4401275,0.4583415841584158,0.0965376967024755,0.3651174496644295,0.0483709758661892,0.5245272525027809,0.1537028107758391,0.4130878020035356,0.0681380445551047,808,596,899,1697,"[[520, 104, 105, 271], [120, 235, 272, 373], [106, 169, 489, 236], [62, 88, 33, 817]]",RF (PCA),0.0
3,30,0.513,0.4896073244327197,0.5057977119117267,0.513,0.5760416666666667,0.6010869565217392,0.553,0.2653333333333333,0.398,0.199,0.5063559322033898,0.5382882882882883,0.478,0.6106983655274889,0.4858156028368794,0.822,0.4431275,0.4623369565217391,0.0964076238612036,0.36576,0.0488182588792349,0.5198761261261261,0.1514490309628546,0.4152659574468085,0.0688429376945739,920,500,888,1692,"[[553, 79, 105, 263], [155, 199, 274, 372], [132, 155, 478, 235], [80, 67, 31, 822]]",RF (PCA),0.0
5,1,0.51375,0.4963980353194839,0.5214128345933539,0.5137499999999999,0.5601907032181168,0.6932153392330384,0.47,0.2892613283674736,0.381342062193126,0.233,0.5295887662988967,0.5311871227364185,0.528,0.6065513433934486,0.4799068142108328,0.824,0.45291,0.461047197640118,0.0942393589188345,0.370671031096563,0.0517109060293264,0.5348792756539236,0.158095543002903,0.4315084449621432,0.0753736301117241,678,611,994,1717,"[[470, 117, 119, 294], [92, 233, 302, 373], [73, 173, 528, 226], [43, 88, 45, 824]]",RF (PCA),0.0
5,3,0.51325,0.4956198376689731,0.5202464198596408,0.51325,0.5607142857142857,0.6926470588235294,0.471,0.2858918582970789,0.3776683087027914,0.23,0.5285857572718154,0.5301810865191147,0.527,0.6072874493927125,0.4804892253931275,0.825,0.45286,0.4608823529411764,0.093943589051491,0.3709688013136288,0.0516290992277504,0.5347183098591549,0.1578507914485262,0.4313395457192778,0.0754714132215305,680,609,994,1717,"[[471, 116, 120, 293], [93, 230, 304, 373], [74, 173, 527, 226], [42, 90, 43, 825]]",RF (PCA),0.0
5,5,0.5155,0.497332157702421,0.5227543183002166,0.5155,0.5598570577724836,0.6921944035346097,0.47,0.2876797998749218,0.3839732888146911,0.23,0.5323308270676692,0.5336683417085427,0.531,0.6094609460946094,0.4811812391430226,0.831,0.452885,0.4606627393225331,0.0942797029939096,0.3708180300500834,0.0516359926312786,0.5344221105527638,0.1581060731451983,0.4313144180660104,0.0756891376193135,679,599,995,1727,"[[470, 116, 116, 298], [93, 230, 302, 375], [75, 171, 531, 223], [41, 82, 46, 831]]",RF (PCA),0.0
5,10,0.5135,0.4957284116847176,0.521864310987282,0.5135000000000001,0.5569469290399522,0.689807976366322,0.467,0.2948157401623985,0.3926788685524126,0.236,0.5230923694779116,0.5252016129032258,0.521,0.608058608058608,0.4797687861271676,0.83,0.452635,0.4616691285081241,0.0938871213640575,0.3700998336106489,0.0517062290872987,0.5346370967741936,0.1572843805524402,0.4307514450867052,0.0756246554337434,677,601,992,1730,"[[467, 110, 128, 295], [91, 236, 299, 374], [75, 173, 521, 231], [44, 82, 44, 830]]",RF (PCA),0.0
5,20,0.51575,0.4970170813879739,0.5212941973610329,0.5157499999999999,0.5574543311726576,0.6786226685796269,0.473,0.2900569981000633,0.3955094991364421,0.229,0.5306122448979592,0.5282457879088206,0.533,0.6099447513812155,0.482798833819242,0.828,0.4538875,0.4620086083213773,0.0963642357050963,0.3703626943005181,0.0510549136140656,0.5337859266600596,0.1584730713123777,0.4317784256559767,0.0750978984063023,697,579,1009,1715,"[[473, 102, 127, 298], [99, 229, 306, 366], [82, 162, 533, 223], [43, 86, 43, 828]]",RF (PCA),0.0
5,30,0.5165,0.49442619445136,0.5154305050170795,0.5165,0.5640738668158926,0.6404066073697586,0.504,0.2766379880873593,0.4090019569471624,0.209,0.5231388329979879,0.5263157894736842,0.52,0.6138540899042004,0.4859976662777129,0.833,0.455955,0.4647395171537484,0.0964636569087764,0.3674363992172211,0.0502545707820724,0.5332894736842105,0.1531266880780332,0.4337339556592766,0.0754446279124774,787,511,988,1714,"[[504, 85, 132, 279], [126, 209, 296, 369], [102, 145, 520, 233], [55, 72, 40, 833]]",RF (PCA),0.0
7,1,0.50825,0.4856936326745017,0.5219375085354059,0.50825,0.5410872313527181,0.7353951890034365,0.428,0.2583170254403131,0.3714821763602251,0.198,0.5364485981308411,0.5035087719298246,0.574,0.6069216757741348,0.4773638968481375,0.833,0.47048,0.4596391752577319,0.0942871995080582,0.3750844277673545,0.0523288992571795,0.5526578947368421,0.1608023920213203,0.4495472779369627,0.0825112386182696,582,533,1140,1745,"[[428, 106, 154, 312], [71, 198, 356, 375], [54, 147, 574, 225], [29, 82, 56, 833]]",RF (PCA),0.0
7,3,0.51025,0.487932641759273,0.5245825524436839,0.51025,0.540506329113924,0.7362068965517241,0.427,0.2639791937581274,0.3773234200743494,0.203,0.5381375760411792,0.5057167985927881,0.575,0.6091074681238615,0.4790830945558739,0.836,0.47043,0.4602241379310345,0.0945230391735351,0.3752973977695167,0.0531848571182215,0.55259454705365,0.1610034663316075,0.4496160458452721,0.0820449340535349,580,538,1137,1745,"[[427, 107, 153, 313], [71, 203, 354, 372], [53, 148, 575, 224], [29, 80, 55, 836]]",RF (PCA),0.0
7,5,0.512,0.4888027852440325,0.525555512338638,0.512,0.540506329113924,0.7362068965517241,0.427,0.2604712041884817,0.3768939393939394,0.199,0.5426573426573427,0.508296943231441,0.582,0.6115762650163815,0.480824270177447,0.84,0.4705725,0.4607241379310345,0.0936896551724137,0.3753598484848485,0.0529209607322611,0.5516157205240175,0.1619394218427112,0.449502003434459,0.0824463772342628,580,528,1145,1747,"[[427, 106, 151, 316], [73, 199, 357, 371], [55, 143, 582, 220], [25, 80, 55, 840]]",RF (PCA),0.0
7,10,0.50975,0.4875888652669118,0.5241381059638481,0.5097499999999999,0.5351934051997463,0.7313691507798961,0.422,0.2675324675324675,0.3814814814814815,0.206,0.5392840539284054,0.5039096437880104,0.58,0.6083455344070278,0.4797921478060046,0.831,0.47062,0.4609185441941074,0.0948848903237256,0.3753333333333333,0.0517586993940435,0.5499044309296265,0.1621893260571821,0.4508718244803695,0.081889435490417,577,540,1151,1732,"[[422, 110, 151, 317], [71, 206, 360, 363], [54, 145, 580, 221], [30, 79, 60, 831]]",RF (PCA),0.0
7,20,0.5055,0.4818535781009916,0.5151733967638177,0.5055,0.5443117536140792,0.7326565143824028,0.433,0.2398427260812582,0.3479087452471482,0.183,0.5363128491620112,0.5017421602787456,0.576,0.6069469835466179,0.4783861671469741,0.83,0.4712675,0.4626565143824027,0.0939050288177276,0.3735551330798479,0.0527324097343287,0.5515331010452962,0.1607460333316095,0.45071469740634,0.0824226605449383,591,526,1148,1735,"[[433, 105, 157, 305], [77, 183, 361, 379], [53, 150, 576, 221], [28, 88, 54, 830]]",RF (PCA),0.0
7,30,0.51525,0.4899163274005254,0.5198955530425473,0.51525,0.5618247298919568,0.7027027027027027,0.468,0.2459239130434782,0.3834745762711864,0.181,0.5388257575757576,0.5116906474820144,0.569,0.6130909090909091,0.4817142857142857,0.843,0.471415,0.4651501501501501,0.0942923301281629,0.3704872881355932,0.0508734705706228,0.5503597122302158,0.1562863083429151,0.4508571428571428,0.0825656943139886,666,472,1112,1750,"[[468, 84, 152, 296], [100, 181, 346, 373], [66, 127, 569, 238], [32, 80, 45, 843]]",RF (PCA),0.0
9,1,0.49925,0.4690884859410225,0.5195680322515359,0.4992499999999999,0.5057162071284466,0.7720739219712526,0.376,0.2199453551912568,0.3469827586206896,0.161,0.544259421560035,0.484399375975039,0.621,0.6064329598843513,0.4748160724391624,0.839,0.48913,0.4593223819301848,0.0891768930075637,0.3774568965517241,0.0517828510158925,0.574773790951638,0.1632551681310889,0.4645331069609507,0.089444585043325,487,464,1282,1767,"[[376, 111, 193, 320], [54, 161, 400, 385], [39, 117, 621, 223], [18, 75, 68, 839]]",RF (PCA),0.0
9,3,0.5005,0.4700544831216734,0.5214446859299421,0.5005,0.5077233042310275,0.7730061349693251,0.378,0.2213058419243986,0.3538461538461538,0.161,0.5436212187637002,0.4839968774395004,0.62,0.6075675675675676,0.4749295774647887,0.843,0.4888475,0.4583231083844581,0.0896987112011981,0.3789450549450549,0.0513272976741951,0.5746291959406713,0.1625447728341336,0.4635211267605634,0.0896939803835255,489,455,1281,1775,"[[378, 107, 192, 323], [54, 161, 401, 384], [39, 116, 620, 225], [18, 71, 68, 843]]",RF (PCA),0.0
